run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.grad_norm,train.lr,train.rollout_mean_tokens,train.divergence,train.beta,train.teacher_format_constraint,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,13,task301_record_question_generation,32,0.10522599902469665,0.5099468467659238,0.0001999999999999999,26.904761904761905,jsd,0.5,True,default,0.0,0.17142857142857143,0.0,0.1785714285714286,0.038461538461538464,0.05384615384615384,14,0.2792208113550168,0.28164019134467955,0.2693863914642788,0.35543658816776125,0.0,0.17142857142857143,0.1785714285714286,0.13812154696132597,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,14,task574_air_dialogue_sentence_generation,25,0.11006132662296295,0.6745404262762703,0.00019999999999999998,18.68,jsd,0.5,True,default,0.0,0.14666666666666664,0.0,0.15333333333333332,0.049999999999999996,0.06428571428571428,15,0.253279275067165,0.24582697151626284,0.23993424964525298,0.31994626167521645,0.0,0.14666666666666664,0.15333333333333332,0.12041884816753927,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,15,task1501_dstc3_answer_generation,25,0.05038288654293865,0.6362205001375029,0.00019999999999999998,2.06,jsd,0.5,True,default,0.8,0.2375,0.8,0.25,0.013333333333333332,0.02,16,0.32148667383797525,0.3190426349052836,0.3116660090188165,0.37214410516511454,0.0,0.2375,0.25,0.19900497512437812,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,16,task1713_convai3_sentence_generation,25,0.11144167691469192,0.531435286831803,0.00019999999999999998,9.86,jsd,0.5,True,default,0.0,0.18823529411764706,0.0,0.2,0.049999999999999996,0.056249999999999994,17,0.30251783073325494,0.296414293116778,0.29303831403894104,0.3544866139247666,0.0,0.18823529411764706,0.2,0.16113744075829384,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,17,task306_jeopardy_answer_generation_double,25,0.07752566908486187,1.351226627175519,0.00019999999999999998,4.38,jsd,0.5,True,default,0.4,0.17777777777777776,0.4,0.22222222222222227,0.08235294117647059,0.05294117647058823,18,0.30303297230908993,0.298465797926061,0.29453960690338654,0.36180015295040113,0.0,0.17777777777777776,0.22222222222222227,0.18099547511312217,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,18,task298_storycloze_correct_end_classification,25,0.05318073285743594,2.7347143776552003,0.00019999999999999998,2.0,jsd,0.5,True,default,0.8,0.20000000000000004,0.8,0.2421052631578947,0.10555555555555557,0.07222222222222224,19,0.3179439304138085,0.32556885788185125,0.31009867284855014,0.3751130034855367,0.0,0.20000000000000004,0.2421052631578947,0.19913419913419914,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,19,task1730_personachat_choose_next,25,0.06539278872311115,0.7680264995492146,0.00019999999999999998,14.36,jsd,0.5,True,default,0.5,0.24,0.5,0.275,0.09473684210526319,0.06842105263157897,20,0.3544123590688819,0.37061684619931645,0.345244547777831,0.3810522499162006,0.0,0.24,0.275,0.22821576763485477,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,20,task864_asdiv_singleop_question_answering,25,0.046041852645576004,0.8464915305557491,0.00019999999999999998,6.92,jsd,0.5,True,default,0.0,0.2571428571428572,0.0,0.29047619047619044,0.06999999999999999,0.045,21,0.36945452144552193,0.4066502082501554,0.3595820074414963,0.396900137040908,0.0,0.2571428571428572,0.29047619047619044,0.24302788844621515,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,21,task294_storycommonsense_motiv_text_generation,29,0.11651862862295118,0.6442190927730174,0.00019999999999999993,3.6140350877192984,jsd,0.5,True,default,0.5833333333333334,0.2856060606060606,0.5833333333333334,0.29015151515151516,0.07619047619047621,0.08095238095238096,22,0.364643022790451,0.37961574384122587,0.36098095433725785,0.42623002712202995,0.0,0.2856060606060606,0.29015151515151516,0.24714828897338403,0,0.0,0.0,0.0,0.0,default,default
v1_teacher_enhance_opsd_instrdialogpp_seed456,baseline,opsd,22,task573_air_dialogue_classification,25,0.08635396238416433,0.8877329461174966,0.00019999999999999998,2.2,jsd,0.5,True,default,0.7,0.29492753623188406,0.7,0.31666666666666665,0.09545454545454547,0.08181818181818182,23,0.3898804832368141,0.4056128974711367,0.38494378693327574,0.4500320304777119,0.0,0.29492753623188406,0.31666666666666665,0.27106227106227104,0,0.0,0.0,0.0,0.0,default,default
