run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.mean_batch_acc,train.train.loss,train.train.answer_token_acc,train.num_total_tokens,train.num_supervised_tokens,train.grad_norm,train.lr,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
v0_sft_instrdialog,baseline,sequential_lora,0,task1590_diplomacy_text_generation,25,0.0,3.4605711555480956,0.3525120282995465,15798,1408,6.733948997080529,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1176183832735557,0.09965628626619338,0.1176183832735557,0.07851936536150764,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,1,task1713_convai3_sentence_generation,25,0.0,1.5010942459106444,0.6550546030867062,7512,650,4.881819469449603,0.00019999999999999998,default,0.1,0.05,0.1,0.05,0.0,0.0,2,0.2916596174228386,0.30979009552538966,0.2793693361482494,0.20696886774451081,0.0,0.05,0.05,0.05,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,2,task565_circa_answer_generation,46,0.010869565217391304,1.9791847441507422,0.5291169613765188,8674,749,6.62027569757384,0.00019999999999999996,default,0.0,0.0,0.0,0.0,0.05,0.05,3,0.12414576442735226,0.15004701075971688,0.1197857496386612,0.14271422336378412,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,3,task1730_personachat_choose_next,25,0.56,0.10785595058463514,0.9625504421036927,15769,682,3.195023289278634,0.00019999999999999998,default,1.0,0.25,1.0,0.25,0.03333333333333333,0.03333333333333333,4,0.2794042837954164,0.28821295211991543,0.2752917511369426,0.30317971628793555,0.0,0.25,0.25,0.1694915254237288,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,4,task573_air_dialogue_classification,25,0.96,0.07382526292232797,0.992,15321,136,8.321571750265882,0.00019999999999999998,default,1.0,0.26,1.0,0.26,0.19999999999999998,0.19999999999999998,5,0.28665888022283753,0.2957417681404759,0.2820926129698022,0.30540219256554857,0.0,0.26,0.26,0.18840579710144928,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,5,task294_storycommonsense_motiv_text_generation,36,0.2222222222222222,1.917830276613434,0.5503709415990118,14395,273,15.916614812670026,0.00019999999999999987,default,0.5833333333333334,0.1638888888888889,0.5833333333333334,0.1638888888888889,0.34,0.34,6,0.24101482949599765,0.24668637537001256,0.2351117819262834,0.2688396454977674,0.0,0.1638888888888889,0.1638888888888889,0.13580246913580246,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,6,task1500_dstc3_classification,25,0.7,0.2941342514753342,0.895904761904762,22728,148,7.788679010486996,0.00019999999999999998,default,0.5,0.26904761904761904,0.5,0.26904761904761904,0.21666666666666667,0.21666666666666667,7,0.3114691915612044,0.30796894694761534,0.30962307360415087,0.34355604972020143,0.0,0.26904761904761904,0.26904761904761904,0.21978021978021978,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,7,task1603_smcalflow_sentence_generation,25,0.0,2.102318947315216,0.49042697877308666,5971,630,7.316573629043887,0.00019999999999999998,default,0.0,0.21041666666666667,0.0,0.21041666666666667,0.21428571428571433,0.21428571428571433,8,0.25987532806189856,0.25857483291962036,0.2577620150225201,0.32960657685477396,0.0,0.21041666666666667,0.21041666666666667,0.1782178217821782,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,8,task576_curiosity_dialogs_answer_generation,25,0.62,0.0376944418437779,0.9884431335530476,10704,1542,1.4124004869681406,0.00019999999999999998,default,0.6,0.36481481481481487,0.6,0.38703703703703707,0.0875,0.0875,9,0.40677905614985843,0.40839108068984226,0.40258176889150193,0.44721756828014814,0.0,0.36481481481481487,0.38703703703703707,0.32432432432432434,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,9,task639_multi_woz_user_utterance_generation,25,0.0,2.8495926332473753,0.4055689044430082,5669,866,6.399486596833525,0.00019999999999999998,default,0.0,0.22833333333333336,0.0,0.23833333333333337,0.18888888888888886,0.19999999999999998,10,0.2990722400281904,0.2968957832536384,0.2917718020759156,0.3439444331033728,0.0,0.22833333333333336,0.23833333333333337,0.2066115702479339,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,10,task1714_convai3_sentence_generation,25,0.06,2.0584785032272337,0.5339082911042712,9261,472,9.20670281133373,0.00019999999999999998,default,0.0,0.16212121212121214,0.1,0.18939393939393942,0.21999999999999997,0.21999999999999997,11,0.26441568215674977,0.27162995438452275,0.26087059634067156,0.285520525348866,0.0,0.16212121212121214,0.18939393939393942,0.16793893129770993,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,11,task1501_dstc3_answer_generation,25,0.68,0.31908757030498236,0.84,21612,100,8.202647668038997,0.00019999999999999998,default,0.8,0.30694444444444446,0.8,0.3236111111111111,0.13636363636363635,0.13636363636363635,12,0.3835022443140293,0.37416255073412175,0.37978978604560426,0.39728241238938095,0.0,0.30694444444444446,0.3236111111111111,0.28368794326241137,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,12,task1729_personachat_generate_next,25,0.0,2.580028324127197,0.4434709446679559,14237,650,5.597331786042534,0.00019999999999999998,default,0.0,0.22179487179487184,0.0,0.22179487179487184,0.19999999999999998,0.21666666666666667,13,0.3125521333417442,0.3070066335553,0.3080121342802562,0.3403337935158469,0.0,0.22179487179487184,0.22179487179487184,0.1986754966887417,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,13,task574_air_dialogue_sentence_generation,25,0.0,1.8964077949523925,0.5758971017778172,15579,701,5.285776466896944,0.00019999999999999998,default,0.0,0.14166666666666666,0.0,0.1488095238095238,0.2538461538461539,0.26153846153846155,14,0.3230415281484706,0.3359810887277573,0.3172757975736878,0.31705181555632683,0.0,0.14166666666666666,0.1488095238095238,0.13664596273291926,0,0.0,0.0,0.0,0.0,default,default
v0_sft_instrdialog,baseline,sequential_lora,14,task848_pubmedqa_classification,25,0.52,0.37116619646549226,0.74,19955,100,5.066768065712388,0.00019999999999999998,default,0.5,0.20555555555555557,0.5,0.22555555555555556,0.19285714285714287,0.18571428571428572,15,0.3206364705819528,0.31998361339358755,0.3163056090373303,0.34056228405466726,0.0,0.20555555555555557,0.22555555555555556,0.2046783625730994,0,0.0,0.0,0.0,0.0,default,default
